Dec 02 20:28:18,1234,0123,INFO,処理開始
Dec 02 20:28:18,1770,0123,INFO,処理開始
Dec 02 20:28:18,30147,0123,INFO,処理開始
Dec 02 20:28:19,1234,0123,INFO,共通処理開始
Dec 02 20:28:19,1770,0123,INFO,共通処理開始
Dec 02 20:28:19,30147,0123,INFO,共通処理開始
Dec 02 20:28:20,1234,0123,INFO,共通処理終了
Dec 02 20:28:20,1234,0123,INFO,フェッチ処理開始
Dec 02 20:28:20,1770,0123,INFO,共通処理終了
Dec 02 20:28:21,1770,0123,INFO,フェッチ処理開始
Dec 02 20:28:31,1234,0123,INFO,フェッチ処理終了
Dec 02 20:28:32,1234,0123,INFO,close処理開始
Dec 02 20:28:37,1234,0123,INFO,close処理終了
Dec 02 20:28:37,1234,0123,INFO,処理終了
